"agno";"rbd";"nom_rbd";"mrun";"doc_genero";"doc_fec_nac";"cod_sec";"cod_espe";"cod_ense";"cod_grado"
2019;8485;"LICEO INSTITUTO NACIONAL";13690819;2;197611;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";16253934;2;196907;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";20265568;2;195712;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";13733520;2;196107;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";1236742;2;194902;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";13733520;2;196107;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";16253934;2;196907;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";13446454;2;198606;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";7698107;1;196402;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";2590201;1;195812;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";11175447;2;198405;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";13733520;2;196107;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";13486517;2;198606;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";1365090;1;199412;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";21735449;2;198507;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";1865222;2;198802;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";16253934;2;196907;0;0;310;2
